Periodo;Provincia;TODOS LOS REGIMENES Total Sexo;TODOS LOS REGIMENES Mujer;TODOS LOS REGIMENES Varon;REGIMEN GENERAL Total Sexo;REGIMEN GENERAL Mujer;REGIMEN GENERAL Varon;R.G.(S.E.AGRARIO) Total Sexo;R.G.(S.E.AGRARIO) Mujer;R.G.(S.E.AGRARIO) Varon;R.G.(S.E. EM. HOGAR) Total Sexo;R.G.(S.E. EM. HOGAR) Mujer;R.G.(S.E. EM. HOGAR) Varon;R.E.AUTONOMOS (NO SETA) Total Sexo;R.E.AUTONOMOS (NO SETA) Mujer;R.E.AUTONOMOS (NO SETA) Varon;REG.E. AUTONOMOS (SETA) Total Sexo;REG.E. AUTONOMOS (SETA) Mujer;REG.E. AUTONOMOS (SETA) Varon;R.E.MAR(CUENTA AJENA) Total Sexo;R.E.MAR(CUENTA AJENA) Mujer;R.E.MAR(CUENTA AJENA) Varon;R.E.MAR(C. PROPIA) Total Sexo;R.E.MAR(C. PROPIA) Mujer;R.E.MAR(C. PROPIA) Varon;R.E. MINERIA CARBON Total Sexo;R.E. MINERIA CARBON Mujer;R.E. MINERIA CARBON Varon
201202;46. Valencia;881563.14;396335.29;485225.86;655727.90;318124.00;337601.90;42623.67;7777.90;34845.76;14241.95;13416.86;825.10;161954.43;55772.38;106182.05;4905.52;1023.38;3882.14;1986.67;215.76;1770.90;123.00;5.00;118.00;0.00;0.00;0.00
201202;47. Valladolid;200504.90;89041.38;111462.52;156117.10;73672.43;82444.67;3950.29;871.62;3078.67;2707.62;2639.05;68.57;34547.19;11520.67;23025.52;3182.71;337.62;2845.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;48. Bizkaia;459437.24;211395.76;248039.48;361918.48;169072.62;192844.86;952.10;76.95;875.14;9069.76;8569.71;500.05;83233.67;32697.10;50535.57;1466.38;765.76;700.62;2668.62;124.76;2543.86;128.24;88.86;39.38;0.00;0.00;0.00
201202;49. Zamora;58474.90;24966.62;33507.29;38115.76;18938.19;19177.57;1915.14;358.76;1556.38;555.24;532.48;22.76;13431.67;4389.81;9040.86;4457.10;747.38;3709.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;50. Zaragoza;376315.71;170318.95;205996.76;297397.71;141021.19;156376.52;6180.38;1204.19;4976.19;5748.33;5506.67;241.67;62282.43;21605.67;40676.76;4619.71;968.95;3650.76;0.00;0.00;0.00;0.00;0.00;0.00;87.14;12.29;74.86
201202;51. Ceuta;20417.52;8756.48;11661.05;16501.71;7056.67;9445.05;11.05;3.00;8.05;625.71;598.86;26.86;3053.29;1086.90;1966.38;0.00;0.00;0.00;221.76;11.05;210.71;4.00;0.00;4.00;0.00;0.00;0.00
201202;52. Melilla;20563.43;9541.24;11022.19;15867.71;7351.52;8516.19;9.24;2.10;7.14;1311.29;1272.67;38.62;3294.43;909.19;2385.24;1.00;0.00;1.00;79.76;5.76;74.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;Total Nacional;16902530.45;7768981.45;9133468.55;12654567.45;6065861.59;6588659.36;821593.45;361337.55;460251.91;307435.36;287191.14;20228.68;2849574.18;976602.55;1872959.64;201224.27;68662.14;132560.14;48926.68;3738.55;45187.73;13578.82;5241.36;8337.45;5630.23;346.59;5283.64
201203;1. Alava;149135.18;64470.23;84661.95;123963.95;54999.64;68962.32;1558.91;199.91;1358.00;2025.59;1852.05;173.55;19398.59;6653.09;12745.50;2188.14;765.55;1422.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;2. Albacete;126763.14;52243.95;74519.18;87065.32;40477.82;46587.50;9577.36;2257.05;7320.32;1632.59;1566.77;65.82;25726.86;7529.86;18197.00;2761.00;412.45;2348.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;3. Alicante;532797.18;241423.09;291371.09;395035.91;190400.45;204632.45;17382.27;6445.23;10937.05;7200.86;6569.09;631.77;108306.68;36821.09;71485.59;2800.55;938.00;1862.55;1943.73;249.23;1694.50;127.18;0.00;127.18;0.00;0.00;0.00
201203;4. Almeria;251536.86;113769.45;137767.41;148006.55;75869.05;72137.50;48641.73;17941.32;30700.41;1937.36;1845.68;91.68;38611.00;13845.41;24765.59;13483.59;4229.59;9254.00;769.73;33.41;736.32;86.91;5.00;81.91;0.00;0.00;0.00
201203;5. Avila;51570.95;22599.14;28970.82;34643.91;17425.14;17218.77;1360.68;343.23;1017.45;792.36;755.59;35.77;11995.09;3592.18;8402.91;2778.91;483.00;2295.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;6. Badajoz;232699.68;98993.27;133706.41;142603.73;67489.00;75114.73;41625.41;16236.14;25389.27;1370.32;1319.68;50.64;40646.91;12711.91;27935.00;6453.32;1236.55;5216.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;7. Baleares;360726.73;164866.05;195859.68;270224.86;130236.41;139988.45;2500.32;393.14;2107.18;9634.59;7968.77;1664.82;75074.73;25331.09;49743.64;1697.14;741.32;955.82;1369.18;186.32;1182.86;225.91;9.00;216.91;0.00;0.00;0.00
201203;8. Barcelona;2254898.64;1069439.64;1185448.55;1826143.55;897532.64;928605.45;5843.18;926.68;4916.50;46527.50;42637.64;3886.86;370474.95;127262.77;243210.18;2871.86;840.05;2031.82;2894.82;230.95;2663.86;142.77;8.91;133.86;0.00;0.00;0.00
201203;9. Burgos;141908.45;60703.95;81201.50;109074.95;48745.45;60326.50;1896.50;303.05;1593.45;2108.41;2027.09;81.32;24134.36;8258.27;15876.09;4694.23;1370.09;3324.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;10. Caceres;137782.36;60749.55;77031.82;84527.50;40332.32;44194.18;21966.73;9615.68;12351.05;1235.18;1169.91;65.27;25850.36;8548.09;17302.27;4202.59;1083.55;3119.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;11. Cadiz;341185.77;153650.14;187534.64;251821.77;117193.86;134627.91;30136.50;16406.36;13730.14;2952.86;2677.32;274.55;50867.18;16908.91;33958.27;1641.59;375.73;1265.86;3524.41;80.00;3444.41;241.45;7.95;233.50;0.00;0.00;0.00
201203;12. Castellon;204496.23;90349.73;114146.50;149293.55;70851.45;78442.09;10125.95;1564.14;8561.82;2707.09;2602.64;104.45;38656.05;14236.00;24420.05;2523.73;1050.64;1473.09;1106.50;41.86;1064.64;83.36;3.00;80.36;0.00;0.00;0.00
201203;13. Ciudad Real;158425.14;63159.73;95264.41;111309.82;49755.50;61554.32;10897.27;1828.77;9067.50;1840.18;1768.64;71.55;30019.55;9073.14;20946.41;4245.32;723.68;3521.64;0.00;0.00;0.00;0.00;0.00;0.00;113.00;10.00;103.00
201203;14. Cordoba;284354.91;133693.68;150661.23;157737.00;73697.36;84039.64;75083.41;41975.68;33107.73;2247.14;2147.14;100.00;46050.77;14849.59;31201.18;3214.59;1023.91;2190.68;0.00;0.00;0.00;0.00;0.00;0.00;22.00;0.00;22.00
201203;15. Coruna;403000.77;194357.64;208639.14;299965.55;146554.41;153407.14;1545.68;420.95;1124.73;8760.50;8527.64;232.86;73969.45;29048.23;44921.23;12149.45;8134.73;4014.73;3620.95;229.55;3391.41;2987.68;1442.14;1545.55;1.50;0.00;1.50
201203;16. Cuenca;70670.05;28431.82;42238.23;44128.77;20767.59;23361.18;6524.18;1746.23;4777.95;781.82;754.82;27.00;14193.64;4074.32;10119.32;5041.64;1088.86;3952.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;17. Girona;275899.36;124865.68;151033.68;207930.27;100349.32;107580.95;3369.23;392.32;2976.91;4582.77;3920.05;662.73;56646.05;19366.95;37279.09;2167.91;744.95;1422.95;1046.00;87.82;958.18;157.14;4.27;152.86;0.00;0.00;0.00
201203;18. Granada;300871.82;147983.14;152887.68;182643.00;89996.36;92646.64;58365.77;34986.23;23378.55;4034.27;3837.68;196.59;52298.82;18227.95;34070.86;3338.41;930.91;2407.50;176.55;4.00;172.55;15.00;0.00;15.00;0.00;0.00;0.00
201203;19. Guadalajara;77479.18;33843.14;43636.05;61571.64;28568.91;33002.73;815.18;70.32;744.86;1076.36;1028.64;47.73;12587.00;3978.27;8608.73;1429.00;197.00;1232.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;20. Gipuzkoa;300301.82;135678.73;164621.09;223521.59;106135.14;117386.45;533.64;79.00;454.64;5943.18;5632.68;310.50;67657.23;22968.18;44688.05;1510.18;770.00;739.18;1043.36;27.09;1016.27;92.64;66.64;26.00;0.00;0.00;0.00
201203;21. Huelva;204110.36;102153.82;101955.55;101526.77;48119.41;53407.36;74468.95;44604.59;29864.36;1080.05;1010.05;70.00;23479.59;7960.23;15518.36;1447.64;408.27;1039.36;1835.95;45.27;1790.68;271.41;6.00;265.41;0.00;0.00;0.00
201203;22. Huesca;85993.55;37130.36;48863.18;59679.45;28669.00;31010.45;2502.73;344.82;2157.91;968.55;943.23;25.32;19083.95;6306.55;12777.41;3758.86;866.77;2892.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;23. Jaen;235700.05;105156.27;130543.77;120475.86;56580.36;63895.50;75643.73;34944.77;40698.95;1476.64;1409.59;67.05;35467.14;11560.23;23906.91;2636.68;661.32;1975.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;24. Leon;159167.59;74658.77;84507.82;114224.73;57397.23;56826.50;1164.45;258.36;906.09;2600.86;2519.32;81.55;32622.00;11790.50;20831.50;6748.00;2622.27;4125.73;0.00;0.00;0.00;0.00;0.00;0.00;1807.55;71.09;1736.45
201203;25. Lleida;171071.82;75368.23;95703.59;122458.73;59236.86;63221.86;5906.23;885.41;5020.82;1918.59;1847.73;70.86;33874.14;11773.41;22100.73;6905.77;1622.82;5282.95;0.00;0.00;0.00;0.00;0.00;0.00;8.36;2.00;6.36
201203;26. Rioja;118694.05;53855.00;64838.86;86683.86;42460.18;44223.68;4402.95;1122.64;3280.32;1894.45;1827.86;66.41;22177.41;7689.32;14488.09;3535.36;755.00;2780.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;27. Lugo;119110.64;56083.68;63026.95;75500.27;36445.05;39055.23;1545.45;304.77;1240.68;2892.82;2836.64;56.18;23831.59;8663.00;15168.59;13444.32;7649.50;5794.82;1690.41;69.59;1620.82;205.77;115.14;90.64;0.00;0.00;0.00
201203;28. Madrid;2752982.45;1302880.77;1450083.50;2313837.14;1112327.73;1201501.18;3249.18;612.91;2636.27;78381.18;73045.14;5330.09;352741.82;116157.32;236580.50;1117.59;267.09;850.50;3646.55;463.59;3182.95;0.00;0.00;0.00;9.00;7.00;2.00
201203;29. Malaga;503524.73;241789.95;261733.36;362386.68;178934.64;183451.64;38055.73;22548.36;15507.36;8775.45;7889.55;884.91;91691.09;31918.09;59773.00;1570.55;458.09;1112.45;892.64;37.23;855.41;152.59;4.00;148.59;0.00;0.00;0.00
201203;30. Murcia;499143.00;214952.50;284190.50;334485.27;157572.23;176913.05;64595.91;18381.09;46214.82;9190.95;8771.18;419.77;84651.00;28228.55;56422.45;5198.18;1973.50;3224.68;922.41;25.95;896.45;99.27;0.00;99.27;0.00;0.00;0.00
201203;31. Navarra;255630.00;113087.64;142541.36;199474.68;91411.91;108061.77;4635.00;973.86;3661.14;5771.91;5580.73;191.18;40992.05;13894.32;27097.73;4756.36;1226.82;3529.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;32. Ourense;100131.77;47621.14;52509.64;70826.36;34455.05;36370.32;348.73;64.64;284.09;2939.77;2876.82;62.95;23266.05;8375.82;14890.23;2750.86;1848.82;902.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;33. Asturias;359476.59;166922.91;192552.68;270402.64;128528.91;141873.73;1060.09;177.23;882.86;6581.00;6325.18;255.82;66107.86;25928.86;40179.00;10274.27;5615.41;4657.86;1397.82;48.50;1349.32;504.77;64.32;440.45;3148.14;234.50;2913.64
201203;34. Palencia;61594.41;25880.95;35713.45;45351.82;20942.77;24409.05;995.59;109.59;886.00;653.23;632.82;20.41;11657.18;3751.86;7905.32;2849.05;439.91;2409.14;0.00;0.00;0.00;0.00;0.00;0.00;87.55;4.00;83.55
201203;35. Palmas;353415.09;161159.18;192251.91;285136.77;136142.09;148990.68;7852.45;3836.41;4016.05;4111.73;3707.64;404.09;52218.23;16745.36;35472.86;955.82;348.59;607.23;2899.41;374.27;2525.14;240.68;4.82;235.86;0.00;0.00;0.00
201203;36. Pontevedra;323499.00;150443.55;173054.45;234367.45;112216.68;122149.77;1258.68;516.55;742.14;6472.68;6356.91;115.77;61582.05;23966.95;37615.09;4897.68;3365.41;1532.27;7944.18;693.64;7250.55;6976.27;3327.41;3648.86;0.00;0.00;0.00
201203;37. Salamanca;114413.32;50511.95;63900.95;83062.05;40803.27;42258.77;2079.27;169.45;1909.82;1724.59;1664.64;59.55;22993.27;7264.95;15728.32;4554.14;609.64;3944.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;38. Santa Cruz de Tenerife;313275.77;146402.73;166869.05;248206.18;121807.41;126394.77;7473.77;2788.64;4685.14;3236.59;2989.64;246.95;50541.55;18154.86;32386.68;1694.82;420.00;1274.82;1911.36;242.18;1669.18;211.50;0.00;211.50;0.00;0.00;0.00
201203;39. Cantabria;203023.23;94259.68;108761.55;155135.32;74611.14;80523.18;631.27;90.82;540.45;4040.23;3820.27;219.95;36922.95;13344.32;23577.64;4943.14;2270.82;2672.32;1161.91;53.91;1108.00;188.41;68.41;120.00;0.00;0.00;0.00
201203;40. Segovia;56820.59;24360.45;32458.73;39781.09;18923.82;20855.86;1424.45;516.73;907.73;938.36;888.09;50.27;12452.36;3781.32;8671.05;2224.32;250.50;1973.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;41. Sevilla;675407.91;315494.36;359909.55;463135.36;212632.55;250500.82;104631.36;61503.32;43127.05;9709.77;9215.41;493.36;95617.05;31569.45;64047.59;1911.86;548.91;1362.95;341.50;22.73;318.77;61.00;2.00;59.00;0.00;0.00;0.00
201203;42. Soria;36954.36;15620.45;21333.91;27632.95;12799.55;14833.41;360.18;27.68;332.50;588.82;575.23;13.59;6683.32;2031.05;4652.27;1689.09;186.95;1502.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;43. Tarragona;273556.05;123045.55;150510.09;207627.45;99460.05;108167.41;7459.77;1523.68;5936.09;3269.82;3006.82;263.00;49048.45;17640.64;31407.82;4155.41;1274.45;2880.95;1742.23;129.91;1611.91;252.91;10.00;242.91;0.00;0.00;0.00
201203;44. Teruel;50951.18;21764.50;29186.68;35187.59;16447.59;18740.00;951.73;123.36;828.36;551.45;530.73;20.73;10067.32;3394.64;6672.68;3848.59;1262.18;2586.41;0.00;0.00;0.00;0.00;0.00;0.00;344.50;6.00;338.50
201203;45. Toledo;208837.27;84572.86;124263.41;150469.73;67115.86;83353.86;7652.23;1135.68;6516.55;2568.68;2353.68;214.00;44609.18;13245.68;31363.50;3537.45;721.95;2815.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;46. Valencia;875301.32;394265.14;481034.18;652680.41;316222.14;336456.27;39019.86;7246.14;31773.73;14481.14;13651.77;829.36;162084.95;55896.91;106188.05;4908.77;1027.00;3881.77;2004.82;216.18;1788.64;121.36;5.00;116.36;0.00;0.00;0.00
201203;47. Valladolid;200119.86;89052.50;111066.36;155718.73;73535.55;82183.18;3824.95;845.09;2979.86;2880.41;2810.05;70.36;34517.50;11526.27;22990.23;3178.27;335.55;2842.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;48. Bizkaia;459145.95;211557.27;247586.68;360951.86;168656.09;192294.77;951.64;77.55;874.09;9628.55;9119.68;508.86;83285.45;32724.00;50560.45;1469.91;765.23;704.68;2730.18;127.36;2602.82;128.36;87.36;41.00;0.00;0.00;0.00
201203;49. Zamora;58484.05;24967.45;33515.59;38079.68;18898.59;19181.09;1893.55;351.45;1542.09;611.59;588.23;23.36;13449.73;4383.64;9065.09;4449.50;745.55;3703.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201203;50. Zaragoza;375320.05;170343.41;204976.64;296345.64;140677.68;155667.95;5783.86;1116.77;4667.09;6159.00;5907.09;251.91;62325.23;21656.59;40668.64;4617.68;973.27;3644.41;0.00;0.00;0.00;0.00;0.00;0.00;88.64;12.00;76.64
201203;51. Ceuta;20529.45;8794.41;11735.05;16595.14;7095.14;9500.00;11.00;3.00;8.00;623.86;597.27;26.59;3064.23;1088.00;1976.23;0.00;0.00;0.00;230.77;11.00;219.77;4.45;0.00;4.45;0.00;0.00;0.00
201203;52. Melilla;20640.77;9552.27;11088.50;15926.59;7357.27;8569.32;8.77;0.77;8.00;1321.68;1282.68;39.00;3303.23;904.55;2398.68;1.18;0.00;1.18;79.32;7.00;72.32;0.00;0.00;0.00;0.00;0.00;0.00
201204;Total Nacional;16919079.21;7794375.53;9124620.53;12663934.79;6078768.37;6585119.58;816637.68;364253.05;452380.42;313293.37;292986.05;20289.21;2856385.32;980610.00;1875763.32;200886.79;68489.05;132395.74;49057.74;3802.47;45255.26;13238.37;5122.58;8115.79;5645.16;343.95;5301.21
201204;1. Alava;148845.53;64444.58;84397.95;123678.79;54907.68;68769.11;1490.95;193.74;1296.21;2108.58;1923.84;184.74;19385.16;6656.47;12728.68;2182.05;762.84;1419.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;2. Albacete;126237.79;52223.53;74014.26;86893.00;40442.05;46450.95;9125.47;2192.53;6932.95;1677.47;1612.74;64.74;25780.37;7560.21;18220.16;2761.47;416.00;2345.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;3. Alicante;534410.26;242388.79;292018.47;396091.37;191083.79;205004.58;17559.68;6458.26;11101.42;7289.58;6659.79;629.79;108642.00;37002.32;71639.68;2794.58;929.89;1864.68;1904.26;254.74;1649.53;128.79;0.00;128.79;0.00;0.00;0.00
201204;4. Almeria;250605.79;113108.47;137497.32;147496.16;75312.21;72183.95;48015.21;17720.95;30294.26;1980.47;1884.21;96.26;38772.58;13921.11;24851.47;13484.26;4228.05;9256.21;769.42;36.95;732.47;87.68;5.00;82.68;0.00;0.00;0.00
201204;5. Avila;51586.79;22586.37;28999.42;34556.11;17355.79;17200.32;1404.00;358.05;1045.95;828.37;791.21;36.16;12015.84;3601.05;8414.79;2782.47;480.26;2302.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;6. Badajoz;232319.68;98884.21;133435.47;141816.95;67279.58;74537.37;41956.26;16272.37;25683.89;1447.47;1400.37;47.11;40657.21;12696.84;27960.37;6441.79;1235.05;5206.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;7. Baleares;385900.89;178028.84;207871.05;293211.05;142482.89;150728.16;2581.26;396.05;2185.21;9647.32;8002.37;1643.95;77003.11;26176.47;50826.63;1686.74;736.74;950.00;1537.00;225.32;1311.68;234.42;9.00;225.42;0.00;0.00;0.00
201204;8. Barcelona;2252598.74;1069244.63;1183342.37;1823790.47;896867.68;926916.79;5783.32;928.79;4854.53;46818.32;42939.05;3875.53;370398.58;127426.37;242970.21;2869.68;842.63;2027.05;2799.37;233.11;2566.26;139.00;7.00;132.00;0.00;0.00;0.00
201204;9. Burgos;141853.21;60897.74;80952.47;108971.84;48876.89;60091.95;1785.05;281.37;1503.68;2175.37;2090.79;84.58;24237.16;8285.11;15952.05;4683.79;1363.58;3320.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;10. Caceres;137522.95;60808.42;76713.53;84346.32;40401.26;43944.05;21831.53;9557.37;12274.16;1288.95;1226.53;62.42;25859.74;8541.58;17318.16;4196.42;1081.68;3114.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;11. Cadiz;342955.42;154867.42;188087.00;253342.05;118351.79;134990.26;29831.16;16233.84;13597.32;3028.32;2747.16;280.16;51238.47;17064.00;34174.47;1634.89;372.47;1262.42;3625.63;89.16;3536.47;254.89;9.00;245.89;0.00;0.00;0.00
201204;12. Castellon;202513.26;89489.84;113023.42;148264.89;69963.21;78301.68;8875.26;1394.37;7480.89;2722.63;2617.05;105.58;38932.63;14424.63;24508.00;2519.53;1044.42;1475.11;1114.32;43.16;1071.16;84.00;3.00;81.00;0.00;0.00;0.00
201204;13. Ciudad Real;156938.21;62742.11;94195.11;110200.00;49337.84;60862.16;10378.79;1738.37;8639.42;1921.79;1850.21;71.58;30077.53;9080.63;20996.89;4247.11;725.05;3522.05;0.00;0.00;0.00;0.00;0.00;0.00;113.00;10.00;103.00
201204;14. Cordoba;281909.68;133644.11;148265.58;157141.63;73860.58;83281.05;73113.37;41639.95;31473.42;2322.42;2220.58;101.84;46100.74;14902.32;31198.42;3209.53;1020.68;2188.84;0.00;0.00;0.00;0.00;0.00;0.00;22.00;0.00;22.00
201204;15. Coruna;401236.53;194009.58;207222.95;298332.32;146012.16;152316.16;1562.37;415.58;1146.79;9029.47;8794.11;235.37;74063.32;29122.26;44941.05;12098.05;8099.95;3998.11;3350.42;172.47;3177.95;2799.58;1393.05;1406.53;1.00;0.00;1.00
201204;16. Cuenca;70283.42;28284.05;41999.37;43828.89;20611.32;23217.58;6390.26;1710.26;4680.00;815.05;787.89;27.16;14220.16;4088.84;10131.32;5029.05;1085.74;3943.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;17. Girona;283408.21;129022.53;154385.68;214473.26;104004.11;110469.16;3264.89;384.95;2879.95;4644.79;3975.79;669.00;57501.32;19791.95;37709.37;2159.95;743.11;1416.84;1210.11;118.63;1091.47;153.89;4.00;149.89;0.00;0.00;0.00
201204;18. Granada;299935.84;148355.84;151579.00;181969.37;90139.95;91829.42;57867.63;35014.21;22852.42;4174.84;3974.53;200.32;52394.37;18296.37;34098.00;3336.05;926.58;2409.47;179.53;4.21;175.32;14.05;0.00;14.05;0.00;0.00;0.00
201204;19. Guadalajara;77519.47;33785.95;43732.53;61330.47;28391.47;32939.00;1010.53;148.37;862.16;1120.58;1072.32;47.26;12626.63;3977.74;8648.89;1431.26;196.05;1235.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;20. Gipuzkoa;299791.26;135725.05;164064.21;222902.21;106066.05;116836.16;533.00;78.21;454.79;6097.05;5776.84;320.21;67594.84;22939.21;44654.63;1510.84;768.63;741.21;1057.47;29.16;1028.32;95.84;66.95;28.89;0.00;0.00;0.00
201204;21. Huelva;213587.16;108413.05;105173.11;101907.47;48455.11;53452.37;83356.42;50389.74;32966.68;1129.42;1059.79;69.63;23644.16;8041.47;15601.68;1459.00;416.68;1042.32;1814.11;46.21;1767.89;276.58;4.05;272.53;0.00;0.00;0.00
201204;22. Huesca;84932.74;36732.16;48200.58;58573.32;28198.63;30374.68;2530.89;391.21;2139.68;1010.84;982.11;28.74;19055.21;6286.32;12768.89;3762.47;873.89;2888.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;23. Jaen;232606.58;104825.16;127781.42;120768.16;56845.68;63922.47;72086.37;34262.16;37824.21;1540.47;1471.21;69.26;35576.89;11585.68;23991.21;2634.68;660.42;1974.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;24. Leon;159114.63;74760.05;84353.58;114062.63;57404.16;56657.47;1153.74;253.53;900.21;2669.53;2587.21;82.32;32687.84;11833.47;20854.37;6741.32;2610.68;4130.63;0.00;0.00;0.00;0.00;0.00;0.00;1799.58;71.00;1728.58
201204;25. Lleida;168818.37;74504.58;94313.79;120853.32;58464.68;62388.63;5419.47;795.68;4623.79;1954.79;1879.89;74.89;33689.95;11736.95;21953.00;6892.84;1625.37;5267.47;0.00;0.00;0.00;0.00;0.00;0.00;8.00;2.00;6.00
201204;26. Rioja;118405.21;54026.89;64377.32;86520.84;42550.63;43970.21;4202.00;1112.26;3089.74;1979.00;1905.42;72.58;22175.63;7707.37;14468.26;3527.74;751.21;2776.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;27. Lugo;119017.05;56213.79;62803.26;75426.05;36567.47;38858.58;1541.63;307.26;1234.37;2902.74;2847.21;55.53;23888.05;8694.74;15193.32;13393.53;7615.84;5777.68;1663.42;68.11;1595.32;201.63;113.16;88.47;0.00;0.00;0.00
201204;28. Madrid;2747943.05;1301921.63;1446005.05;2307455.21;1109853.05;1197595.16;3200.05;597.89;2602.16;79618.53;74303.84;5309.32;352887.53;116417.58;236465.95;1111.58;265.79;845.79;3661.16;476.47;3184.68;0.00;0.00;0.00;9.00;7.00;2.00
201204;29. Malaga;509106.05;244922.58;264182.47;367662.32;181768.74;185893.58;37357.47;22401.26;14956.21;8922.05;8021.58;899.47;92440.68;32219.58;60221.11;1588.47;464.42;1124.05;982.05;43.00;939.05;153.00;4.00;149.00;0.00;0.00;0.00
201204;30. Murcia;501514.84;216231.95;285282.89;334880.89;158163.11;176717.79;66199.05;18775.58;47423.47;9353.16;8935.05;418.11;84891.00;28362.58;56528.42;5184.63;1970.89;3213.74;911.53;24.74;886.79;94.58;0.00;94.58;0.00;0.00;0.00
201204;31. Navarra;256437.26;114076.26;142360.00;199704.74;92105.47;107598.26;5027.58;1059.58;3968.00;5965.32;5766.32;199.00;40992.21;13921.84;27070.37;4747.42;1223.05;3524.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;32. Ourense;99739.84;47423.84;52314.05;70446.63;34257.84;36186.84;332.63;54.16;278.47;2983.26;2918.79;64.47;23250.79;8364.89;14885.89;2726.53;1828.16;898.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201204;33. Asturias;359220.68;167153.47;192066.21;270041.05;128575.32;141465.74;1037.26;174.11;863.16;6745.32;6488.16;257.16;66195.00;25995.63;40199.37;10221.79;5582.42;4638.37;1355.37;50.16;1305.21;448.79;55.74;393.05;3176.11;231.95;2944.16
201204;34. Palencia;61576.32;25922.21;35654.11;45303.63;20940.89;24362.74;986.63;104.16;882.47;686.84;667.47;19.37;11667.63;3761.89;7905.74;2845.26;443.79;2401.47;0.00;0.00;0.00;0.00;0.00;0.00;86.32;4.00;82.32
201204;35. Palmas;350769.11;159704.89;191061.00;282509.05;134646.42;147859.42;7713.21;3741.53;3971.68;4235.16;3828.68;406.47;52248.16;16769.11;35479.05;948.89;345.11;603.79;2875.74;370.05;2505.68;238.89;4.00;234.89;0.00;0.00;0.00
201204;36. Pontevedra;323539.89;150636.79;172902.11;234330.84;112298.95;122030.89;1194.37;482.32;712.05;6601.05;6488.79;112.26;61710.68;24049.47;37661.21;4881.89;3351.11;1530.79;7948.95;687.63;7261.32;6872.11;3278.53;3593.58;0.00;0.00;0.00
201204;37. Salamanca;114142.58;50510.37;63631.21;82675.74;40692.47;41983.26;2062.32;165.79;1896.53;1805.89;1744.21;60.68;23036.63;7290.89;15745.74;4562.00;617.00;3945.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
